Offspring,Dam,Sire,Cohort
8504,7616,6270,2015
8505,7616,6270,2015
8506,7616,6270,2015
8507,7616,6768,2015
8508,8300,7703,2015
8509,8300,7703,2015
8510,8300,7703,2015
8511,6845,4900,2015
8512,6845,4900,2015
8513,6845,4900,2015
8514,6845,4900,2015
8515,4898,4943,2015
8516,4898,4943,2015
8517,4898,4943,2015
8518,4898,4943,2015
8519,4723,5675,2015
8520,8300,7703,2015
8521,6250,6517,2015
8522,6250,6862,2015
8523,6250,6517,2015
8525,6955,6924,2015
8526,6955,6924,2015
8527,6955,6924,2015
8528,6955,6924,2015
8529,6955,6924,2015
8530,7764,7900,2015
8531,7764,7900,2015
8532,7764,7900,2015
8533,7764,7900,2015
8534,7764,7900,2015
8535,5407,5675,2015
8536,5407,5675,2015
8537,5407,5675,2015
8538,6967,7160,2015
8539,6967,7160,2015
8540,6967,7160,2015
8541,6967,6492,2015
8542,6967,7160,2015
8543,6536,4929,2015
8544,6536,7074,2015
8545,6536,7074,2015
8546,6536,7074,2015
8547,6974,6921,2015
8548,6974,6461,2015
8549,6974,6461,2015
8550,7112,4943,2015
8551,7112,4943,2015
8552,7112,4943,2015
8553,7112,4943,2015
8554,8176,7647,2015
8555,8176,7647,2015
8556,8176,7647,2015
8557,6724,6786,2015
8558,6724,6786,2015
8559,6724,6786,2015
8560,6724,6786,2015
8561,6290,5466,2015
8562,5284,7900,2015
8563,5284,7278,2015
8564,5284,7900,2015
8565,5284,7900,2015
8566,8176,5424,2015
8567,7679,7814,2015
8568,7679,6461,2015
8569,7679,7814,2015
8570,7679,7814,2015
8571,6384,5424,2015
8572,6384,5424,2015
8573,6384,5424,2015
8574,6384,5424,2015
8575,6724,6786,2015
8577,6290,5466,2015
8578,6290,5466,2015
8579,6290,5466,2015
8580,6290,5466,2015
8581,8636,7984,2015
8582,8636,7984,2015
8583,8636,7984,2015
8584,8636,5195,2015
8586,6392,7017,2015
8587,6755,6832,2015
8588,7897,6808,2015
8589,7897,6808,2015
8590,7897,6808,2015
8591,7897,6808,2015
8592,7897,6808,2015
8593,7942,6902,2015
8594,7942,6902,2015
8595,7942,6902,2015
8596,7942,5675,2015
8597,7641,6648,2015
8598,7641,5675,2015
8599,7641,6648,2015
8600,4967,7267,2015
8601,4967,5466,2015
8602,4967,5466,2015
8603,4967,5466,2015
8604,4967,7267,2015
8605,8636,6862,2015
8606,8636,6862,2015
8607,8636,6862,2015
8608,8636,6862,2015
8609,6472,4896,2015
8610,6472,4896,2015
8611,7011,7570,2015
8612,5407,5675,2015
8613,5407,5675,2015
8614,5407,5675,2015
8615,5407,5675,2015
8616,7641,5675,2015
8617,6643,5675,2015
8618,6643,7814,2015
8619,6643,7814,2015
8620,6643,7814,2015
8621,4854,8642,2015
8622,NA,NA,2015
8623,4854,8642,2015
8624,4854,8642,2015
8625,4854,8642,2015
8626,4854,8642,2015
8627,6472,4896,2015
8628,8055,6923,2015
8629,8055,6923,2015
8630,8055,6902,2015
8631,8055,6923,2015
8632,6643,7814,2015
8633,7947,7689,2015
8634,7947,7689,2015
8635,7947,7689,2015
8637,8063,7615,2015
8638,8063,7615,2015
8639,8063,7615,2015
8640,8063,7615,2015
8641,8063,7615,2015
8643,4976,5139,2015
8644,4976,4943,2015
8645,4976,5139,2015
8646,8300,6251,2015
8647,NA,NA,2015
8648,6845,5195,2015
8649,6845,4900,2015
8650,6845,5195,2015
8651,5625,5195,2015
8652,5625,5195,2015
8653,6555,6492,2015
8654,6555,6492,2015
8655,6555,6492,2015
8656,6555,6492,2015
8657,6952,7570,2015
8658,6952,7877,2015
8659,6952,7877,2015
8660,4976,4943,2015
8661,4723,6461,2015
8662,4723,6461,2015
8663,4723,6461,2015
8664,NA,NA,2015
8665,4723,6461,2015
8666,6316,6927,2015
8667,6316,6927,2015
8668,6316,6927,2015
8669,6316,6927,2015
8670,NA,NA,2015
8671,5625,5195,2015
8672,6451,8188,2015
8673,6451,8188,2015
8674,6451,8188,2015
8675,6451,8188,2015
8676,6952,7877,2015
8677,6689,6768,2015
8679,NA,NA,2015
8680,6689,6768,2015
8681,6955,6492,2015
8682,6955,6924,2015
8683,6955,6924,2015
8684,6955,6492,2015
8685,6955,6492,2015
8686,6967,6921,2015
8687,6967,6921,2015
8688,6967,6832,2015
8689,NA,NA,2015
8690,NA,NA,2015
8691,NA,6789,2015
8692,6967,6832,2015
8693,5284,7900,2015
8694,NA,NA,2015
8695,5284,7900,2015
8696,5284,7900,2015
8697,6848,5004,2015
8698,7764,7570,2015
8699,7764,7900,2015
8700,7764,7900,2015
8701,7764,7900,2015
8702,6290,5466,2015
8703,6724,6786,2015
8704,6724,6786,2015
8705,6724,6786,2015
8706,6245,4896,2015
8707,6269,7275,2015
8708,6974,6921,2015
8709,6974,6921,2015
8710,6472,4896,2015
8711,6290,5466,2015
8712,6290,5466,2015
8713,6290,5466,2015
8714,6724,6786,2015
8715,7894,8120,2015
8716,4739,6789,2015
8717,6250,6517,2015
8718,7894,8120,2015
8719,6644,6978,2015
8720,6848,4960,2015
8721,6269,6251,2015
8722,NA,6789,2015
8723,NA,6789,2015
8725,6536,7710,2015
8726,6536,7074,2015
8727,6536,7710,2015
8728,6267,6386,2015
8729,8060,6490,2015
8730,6267,6386,2015
8731,6955,6687,2015
8732,4854,7984,2015
8733,4854,7984,2015
8734,4854,7984,2015
8735,6267,6386,2015
8736,6384,7793,2015
8737,6384,7793,2015
8738,6384,7793,2015
8739,6384,6270,2015
8740,4854,NA,2015
8741,7947,5195,2015
8742,7947,7689,2015
8743,7112,7074,2015
8744,7112,7074,2015
8745,7112,7074,2015
8746,7112,7074,2015
8804,4723,8391,2016
8803,4723,8391,2016
8802,4723,8391,2016
8801,4723,8391,2016
8976,4723,6648,2016
8975,4723,8391,2016
9146,4723,8391,2016
9143,4723,4943,2016
9145,4723,8391,2016
9144,4723,8391,2016
8977,4723,8391,2016
8893,4898,4943,2016
8894,4898,4943,2016
8902,4898,4943,2016
8892,4976,7615,2016
8890,4976,8707,2016
8889,4976,8707,2016
8888,4976,8707,2016
9222,4976,7710,2016
9272,4976,8707,2016
9231,4976,8707,2016
8800,5284,7900,2016
8935,5284,7900,2016
9196,5284,4896,2016
8760,5284,7900,2016
8759,5284,7900,2016
8758,5284,7900,2016
8757,5284,7900,2016
8922,5284,7900,2016
8921,5284,7900,2016
8920,5284,7900,2016
9057,5284,4896,2016
9055,5284,4896,2016
9177,5284,4896,2016
9069,5284,4896,2016
9056,5284,4896,2016
9176,5284,4943,2016
8887,6316,6517,2016
9204,6316,6517,2016
8879,6316,6386,2016
8880,6316,6517,2016
9068,6316,6517,2016
9189,6316,6517,2016
9188,6316,6517,2016
9066,6316,6517,2016
9065,6316,6517,2016
8878,6316,6517,2016
9067,6316,6924,2016
8844,6384,5195,2016
9039,6384,6492,2016
8822,6384,5195,2016
8820,6384,5195,2016
9012,6384,5195,2016
9013,6384,6492,2016
9011,6384,6492,2016
8821,6384,6492,2016
8858,6392,6806,2016
8859,6392,8748,2016
8857,6392,8748,2016
9048,6451,8188,2016
9255,6451,8188,2016
8807,6451,8188,2016
8805,6451,8188,2016
9250,6451,8188,2016
9249,6451,8188,2016
9094,6451,8188,2016
9093,6451,8188,2016
9092,6451,8188,2016
8808,6451,8188,2016
8806,6451,8188,2016
8798,6472,4896,2016
8794,6472,4896,2016
9017,6472,7615,2016
9015,6472,7615,2016
9178,6472,4896,2016
9181,6472,7615,2016
9180,6472,4896,2016
8797,6472,4896,2016
8796,6472,4896,2016
8795,6472,4896,2016
9179,6472,4943,2016
9016,6472,4943,2016
9014,6472,7615,2016
8810,6536,7900,2016
8775,6536,7900,2016
8774,6536,7900,2016
8773,6536,7900,2016
8997,6536,9038,2016
8996,6536,9038,2016
8994,6536,9038,2016
8993,6536,9038,2016
9110,6536,9038,2016
9109,6536,9038,2016
9108,6536,9038,2016
8776,6536,7900,2016
9111,6536,9038,2016
8995,6536,9038,2016
9168,6555,6492,2016
9242,6555,6492,2016
8771,6555,5195,2016
8772,6555,6492,2016
8768,6555,6492,2016
9003,6555,6492,2016
9167,6555,6492,2016
9232,6555,6492,2016
8769,6555,5195,2016
9233,6555,6492,2016
9005,6555,6492,2016
9004,6555,6492,2016
9002,6555,6492,2016
8770,6555,6492,2016
8799,6643,7814,2016
8953,6643,7267,2016
8954,6643,7814,2016
9091,6643,7814,2016
9230,6643,7814,2016
8763,6643,7814,2016
8762,6643,7814,2016
8761,6643,7814,2016
9084,6643,7814,2016
9262,6643,7814,2016
9259,6643,7814,2016
8943,6643,7267,2016
9260,6643,7814,2016
8942,6643,7814,2016
9512,6644,6978,2016
8783,6724,6786,2016
8782,6724,6786,2016
8781,6724,6786,2016
8780,6724,6786,2016
8779,6724,6786,2016
8982,6724,6786,2016
8981,6724,6786,2016
8980,6724,6786,2016
9119,6724,6786,2016
9118,6724,6786,2016
9253,6724,NA,2016
9121,6724,6786,2016
9120,6724,6786,2016
9117,6724,6786,2016
8979,6724,6786,2016
8978,6724,6786,2016
9254,6724,NA,2016
9252,6724,NA,2016
9170,6755,6492,2016
8951,6755,8715,2016
9081,6755,8715,2016
9174,6755,4896,2016
9173,6755,8715,2016
9172,6755,8715,2016
9246,6755,6492,2016
9244,6755,6492,2016
9245,6755,6492,2016
9083,6755,6492,2016
9082,6755,6492,2016
8864,6845,4900,2016
9031,6845,4900,2016
9034,6845,7984,2016
9149,6845,4900,2016
9152,6845,6927,2016
9150,6845,6927,2016
9151,6845,4900,2016
9032,6845,4900,2016
8866,6845,4900,2016
8867,6845,6927,2016
8865,6845,6927,2016
8863,6845,6927,2016
9033,6845,7984,2016
8955,6848,8652,2016
8861,6952,7877,2016
8829,6952,8659,2016
8948,6952,7877,2016
8949,6952,7877,2016
8947,6952,7877,2016
8809,6955,6924,2016
8766,6955,6924,2016
8765,6955,6924,2016
8987,6955,6924,2016
8985,6955,6924,2016
8984,6955,6924,2016
9140,6955,6492,2016
9165,6955,6924,2016
9142,6955,6924,2016
9141,6955,6924,2016
9139,6955,6924,2016
8983,6955,6492,2016
8986,6955,6924,2016
8767,6955,6924,2016
8764,6955,6924,2016
8778,6974,6921,2016
8777,6974,6921,2016
8911,6974,6921,2016
8909,6974,6921,2016
9080,6974,6921,2016
9079,6974,6921,2016
9078,6974,6921,2016
9077,6974,6921,2016
9215,6974,6921,2016
9217,6974,6492,2016
9216,6974,6492,2016
9214,6974,6492,2016
8912,6974,6921,2016
8910,6974,6921,2016
8908,6974,7689,2016
8871,7040,6915,2016
8872,7040,6915,2016
8839,7040,6915,2016
8838,7040,6915,2016
8828,7616,7984,2016
8827,7616,7984,2016
8826,7616,7984,2016
8825,7616,7984,2016
9049,7616,7984,2016
9024,7616,7984,2016
9023,7616,7984,2016
9022,7616,7984,2016
8841,7764,8729,2016
8755,7764,7267,2016
9021,7764,8729,2016
8817,7764,8729,2016
8816,7764,8729,2016
8814,7764,8729,2016
9001,7764,8729,2016
9156,7764,8729,2016
9155,7764,8729,2016
9154,7764,8729,2016
9153,7764,8729,2016
9248,7764,8729,2016
9241,7764,6927,2016
9239,7764,6927,2016
9240,7764,8729,2016
9000,7764,8729,2016
8999,7764,8729,2016
8998,7764,8729,2016
8815,7764,8729,2016
8823,7942,5466,2016
8824,7942,5466,2016
8793,7942,5466,2016
8791,7942,5466,2016
8792,7942,7267,2016
8842,7947,6927,2016
8818,7947,7689,2016
9006,7947,6927,2016
9010,7947,7689,2016
9009,7947,7689,2016
9135,7947,7689,2016
9133,7947,6927,2016
9132,7947,6927,2016
9131,7947,6927,2016
9008,7947,6927,2016
9007,7947,6927,2016
8819,7947,6927,2016
9134,7947,7689,2016
8813,8055,7710,2016
8812,8055,7710,2016
8973,8055,7267,2016
8972,8055,7267,2016
8971,8055,7267,2016
9125,8055,7267,2016
9124,8055,7814,2016
9127,8055,7267,2016
9126,8055,7267,2016
8811,8055,7710,2016
8974,8055,7814,2016
8952,8063,7877,2016
8787,8063,6688,2016
8785,8063,6688,2016
8786,8063,7877,2016
8784,8063,7877,2016
8931,8063,7615,2016
8788,8063,6688,2016
8930,8063,8603,2016
8929,8063,8603,2016
8928,8063,8603,2016
9210,8300,6789,2016
9266,8300,8697,2016
9238,8304,4943,2016
9265,8304,5466,2016
9190,8304,6648,2016
9071,8304,6648,2016
8837,8353,6251,2016
9020,8353,8752,2016
9243,8354,6768,2016
9654,8354,8706,2016
9269,8354,8706,2016
9264,8354,8706,2016
8874,8370,6927,2016
8990,8370,6927,2016
8856,8370,6927,2016
8854,8370,6927,2016
8970,8370,6927,2016
8969,8370,6927,2016
9138,8370,6768,2016
9136,8370,6768,2016
9137,8370,6789,2016
9226,8370,6927,2016
9225,8370,8188,2016
8855,8370,6924,2016
9227,8370,6927,2016
8968,8370,6927,2016
9273,8384,6768,2016
8950,8398,7900,2016
9160,8398,7877,2016
9158,8398,7877,2016
8926,8398,6386,2016
9161,8398,7877,2016
9159,8398,7877,2016
8891,8413,8649,2016
8882,8413,8649,2016
8881,8413,8649,2016
9114,8413,7710,2016
9112,8413,7710,2016
8963,8413,7710,2016
9113,8413,7877,2016
9162,8430,8390,2016
9163,8430,6789,2016
9164,8430,8390,2016
9271,8430,8390,2016
9516,8430,8480,2016
9047,8434,6386,2016
9183,8434,6386,2016
9184,8434,6915,2016
9182,8434,6386,2016
9045,8434,6386,2016
9185,8434,6915,2016
9046,8434,6915,2016
9044,8434,6915,2016
9025,8434,6270,2016
8927,8448,8480,2016
9089,8448,8480,2016
9088,8448,8480,2016
9087,8448,8480,2016
8907,8448,8480,2016
9251,8465,NA,2016
9061,8493,7615,2016
9059,8493,7615,2016
9058,8493,7615,2016
9060,8493,7877,2016
9207,8513,4943,2016
8988,8513,6386,2016
9194,8513,4943,2016
9195,8513,4943,2016
8989,8513,6386,2016
8756,8530,7267,2016
8754,8530,7877,2016
8936,8555,8642,2016
8937,8555,8642,2016
9070,8555,7532,2016
8938,8555,8642,2016
8923,8555,8642,2016
9062,8555,7532,2016
9063,8555,8642,2016
9224,8555,7532,2016
9223,8555,7532,2016
9064,8555,8642,2016
9122,8557,7532,2016
8848,8557,6808,2016
8847,8557,6808,2016
8846,8557,6808,2016
8845,8557,6808,2016
8849,8557,6808,2016
9106,8557,7532,2016
8875,8559,7984,2016
9116,8559,6270,2016
9115,8559,6270,2016
8877,8559,8648,2016
8876,8559,8648,2016
9123,8589,8385,2016
9247,8589,6492,2016
8917,8589,8716,2016
8916,8589,8716,2016
8915,8589,8716,2016
9098,8589,8499,2016
9097,8589,8499,2016
9234,8589,6492,2016
9096,8589,8499,2016
9095,8589,8499,2016
8919,8589,8716,2016
8918,8589,8716,2016
9107,8607,6789,2016
9237,8607,8747,2016
8945,8607,6768,2016
8944,8607,6768,2016
8946,8607,8515,2016
9104,8607,6789,2016
9105,8607,8515,2016
9208,8607,8515,2016
9209,8607,8515,2016
8959,8608,7532,2016
8862,8610,6978,2016
8960,8610,6978,2016
8961,8610,6978,2016
8962,8610,6978,2016
9212,8610,6978,2016
8833,8610,6978,2016
8831,8610,6978,2016
8957,8610,6978,2016
8956,8610,6978,2016
8832,8610,6978,2016
8830,8610,6978,2016
9197,8627,8188,2016
9175,8627,8188,2016
9573,8627,8486,2016
9258,8627,8486,2016
9205,8636,8512,2016
9206,8636,8512,2016
9030,8636,8512,2016
9029,8636,8512,2016
9028,8636,8512,2016
9026,8636,8512,2016
9193,8636,8512,2016
9192,8636,8512,2016
9027,8636,8512,2016
8903,8687,8697,2016
8904,8687,8697,2016
9041,8687,8649,2016
9019,8687,8649,2016
9018,8687,8649,2016
9148,8687,6924,2016
9147,8687,6924,2016
9221,8687,6927,2016
9220,8687,6927,2016
8852,8690,8502,2016
9053,8690,7689,2016
9052,8690,8498,2016
9202,8690,4943,2016
9201,8690,8502,2016
8853,8690,6927,2016
8850,8690,7426,2016
9051,8690,7689,2016
9050,8690,7689,2016
9203,8690,8502,2016
8851,8690,8502,2016
8836,8693,7689,2016
8835,8693,8498,2016
8967,8693,8498,2016
8964,8693,8498,2016
9128,8693,8498,2016
8834,8693,7689,2016
9130,8693,8498,2016
9129,8693,8498,2016
8966,8693,8498,2016
8965,8693,8498,2016
8905,8705,6687,2016
9074,8710,7160,2016
9219,8710,7160,2016
9218,8710,7160,2016
9076,8710,7160,2016
9075,8710,7160,2016
9073,8710,7160,2016
9267,8710,7160,2016
9263,8710,7160,2016
9200,8722,7426,2016
9199,8722,7426,2016
9198,8722,7426,2016
9268,8722,6927,2016
9558,8722,7426,2016
9072,8722,7426,2016
8790,8726,8414,2016
8789,8726,8414,2016
8933,8726,8414,2016
9103,8726,8188,2016
9102,8726,8188,2016
9101,8726,8188,2016
9100,8726,8188,2016
9099,8726,8414,2016
8934,8726,8414,2016
8932,8726,8414,2016
8886,8750,8747,2016
8885,8750,8747,2016
8884,8750,8747,2016
8883,8750,8747,2016
9228,8750,6251,2016
9157,8750,6251,2016
8914,8941,8567,2016
9235,8941,8567,2016
9236,8941,8567,2016
8906,8941,8567,2016
9213,8941,5195,2016
9261,NA,NA,2016
8840,NA,NA,2016
8843,NA,NA,2016
8860,NA,NA,2016
8869,NA,NA,2016
8870,NA,NA,2016
8913,NA,NA,2016
8924,NA,NA,2016
8925,NA,NA,2016
8991,NA,NA,2016
8992,NA,NA,2016
9040,NA,NA,2016
9042,NA,NA,2016
9043,NA,NA,2016
9086,NA,NA,2016
9085,NA,NA,2016
9090,NA,NA,2016
9229,NA,NA,2016
9948,NA,NA,2016
8896,NA,NA,2016
8899,NA,NA,2016
8958,NA,NA,2016
9187,NA,NA,2016
9675,8943,5195,2017
9540,9117,5195,2017
9310,6316,6517,2017
9693,6316,6517,2017
9894,8434,6915,2017
9631,8726,7615,2017
9858,9083,7710,2017
9309,8607,8498,2017
9672,8589,8499,2017
9656,8764,8767,2017
9353,9117,8795,2017
9311,9066,8878,2017
9518,9117,8910,2017
9445,8998,9000,2017
9731,8998,9000,2017
9503,9263,9227,2017
9338,8750,NA,2017
9340,8750,NA,2017
9671,NA,NA,2017
9692,NA,NA,2017
9729,NA,NA,2017
9730,NA,NA,2017
9781,NA,NA,2017
9275,6724,9038,2017
9276,6724,9038,2017
9278,NA,NA,2017
9279,NA,NA,2017
9280,NA,NA,2017
9341,8849,8752,2017
9281,NA,NA,2017
9282,NA,NA,2017
9283,NA,NA,2017
9284,7947,6927,2017
9285,NA,NA,2017
9286,NA,NA,2017
9288,9216,9243,2017
9289,8434,6915,2017
9291,8448,8480,2017
9290,NA,NA,2017
9344,8610,6978,2017
9292,8610,6978,2017
9293,8610,6978,2017
9294,8055,7267,2017
9295,4723,5466,2017
9296,4723,5466,2017
9297,NA,NA,2017
9298,NA,NA,2017
9299,NA,NA,2017
9300,NA,NA,2017
9319,NA,NA,2017
9301,8769,7814,2017
9302,8769,7814,2017
9324,NA,NA,2017
9304,8956,8850,2017
9303,NA,NA,2017
9318,NA,NA,2017
9305,6974,6927,2017
9306,NA,NA,2017
9307,NA,NA,2017
9336,8589,8499,2017
9337,8589,8499,2017
9308,NA,NA,2017
9320,NA,NA,2017
9321,NA,NA,2017
9312,6643,7814,2017
9313,NA,NA,2017
9314,NA,NA,2017
9315,NA,NA,2017
9335,9121,NA,2017
9317,9121,NA,2017
9316,NA,NA,2017
9326,8710,7160,2017
9327,8710,7160,2017
9329,8710,7160,2017
9325,NA,NA,2017
9328,NA,NA,2017
9322,9573,9267,2017
9323,9573,6270,2017
9330,7764,8729,2017
9331,7764,8729,2017
9332,7764,6921,2017
9343,9050,9265,2017
9333,9050,8934,2017
9334,9050,8934,2017
9355,6955,6924,2017
9356,NA,NA,2017
9357,6955,6924,2017
9358,6955,6924,2017
9359,6955,6924,2017
9363,6755,8888,2017
9379,8693,8498,2017
9380,NA,NA,2017
9381,8693,8498,2017
9382,8693,8498,2017
9390,NA,NA,2017
9362,8690,6921,2017
9360,8690,8502,2017
9361,8690,8502,2017
9366,6536,9038,2017
9364,6536,9038,2017
9365,6536,9038,2017
9391,NA,NA,2017
9368,5284,4896,2017
9369,5284,4896,2017
9367,5284,4896,2017
9345,9159,8795,2017
9346,9159,8795,2017
9347,9159,8795,2017
9348,9159,8795,2017
9349,9159,8795,2017
9383,8726,7615,2017
9384,NA,NA,2017
9385,8726,7615,2017
9386,8726,7615,2017
9370,8687,8649,2017
9371,8687,8649,2017
9392,8687,8649,2017
9401,NA,NA,2017
9376,9271,8978,2017
9378,9271,7814,2017
9375,9271,8978,2017
9377,9271,8978,2017
9393,NA,NA,2017
9372,9100,8365,2017
9373,9100,8365,2017
9374,9100,8365,2017
9350,8979,9002,2017
9351,8979,9002,2017
9387,9163,8965,2017
9388,9163,8965,2017
9389,9163,8965,2017
9354,9252,9251,2017
9352,9252,9251,2017
9415,6974,6921,2017
9417,6974,6921,2017
9414,6974,6921,2017
9416,6974,6921,2017
9398,8607,6927,2017
9399,8607,6927,2017
9400,8607,8515,2017
9487,8943,8567,2017
9436,8943,8567,2017
9437,8943,8567,2017
9421,6316,6517,2017
9422,6316,6517,2017
9424,6316,6517,2017
9423,6316,6517,2017
9409,8998,9000,2017
9410,8998,9000,2017
9411,8998,9000,2017
9486,8589,8499,2017
9431,8589,8499,2017
9433,8589,8499,2017
9434,8589,8499,2017
9435,8589,8499,2017
9432,8589,8499,2017
9483,9268,8865,2017
9413,9268,8865,2017
9412,9268,8865,2017
9438,8434,6915,2017
9439,8434,6915,2017
9440,8434,6915,2017
9441,8434,6386,2017
9406,7616,4900,2017
9408,7616,4900,2017
9405,7616,4900,2017
9407,7616,4900,2017
9485,8963,8878,2017
9428,8963,7532,2017
9429,8963,8878,2017
9430,8963,7532,2017
9394,8055,7267,2017
9395,8055,7267,2017
9396,8055,7267,2017
9397,8055,7267,2017
9402,9258,9002,2017
9404,9258,9002,2017
9403,9258,9002,2017
9453,9130,6808,2017
9531,NA,NA,2017
9484,8956,8850,2017
9418,8956,8850,2017
9419,8956,8850,2017
9420,NA,NA,2017
9425,9249,9185,2017
9426,9249,9185,2017
9427,9249,8708,2017
9446,6643,7814,2017
9448,6643,7814,2017
9450,6643,7814,2017
9447,6643,7814,2017
9449,6643,7814,2017
9456,9132,8949,2017
9454,9132,8949,2017
9455,9132,8949,2017
9497,8398,9073,2017
9460,8398,9073,2017
9461,8398,9073,2017
9462,9082,9223,2017
9463,9082,9223,2017
9464,9082,9223,2017
9465,9027,8390,2017
9466,9027,8390,2017
9467,9027,8390,2017
9468,9027,9516,2017
9469,9066,8391,2017
9470,9066,8391,2017
9472,9066,8391,2017
9473,9066,8391,2017
9471,9066,8391,2017
9451,9113,9133,2017
9452,9113,9133,2017
9457,8559,8648,2017
9458,8559,6921,2017
9459,8559,8648,2017
9488,6555,5195,2017
9489,6555,8480,2017
9490,6555,8480,2017
9491,6555,8480,2017
9492,6555,8480,2017
9481,8806,9512,2017
9482,8806,9512,2017
9477,8966,8567,2017
9478,8966,6927,2017
9479,8966,8567,2017
9480,8966,6921,2017
9515,8849,8752,2017
9500,8849,8752,2017
9501,8849,9038,2017
9502,NA,NA,2017
9493,6451,8188,2017
9494,6451,8188,2017
9495,6451,4943,2017
9496,6451,8188,2017
9474,9121,9143,2017
9475,9121,9143,2017
9476,9121,9143,2017
9514,NA,NA,2017
9513,NA,NA,2017
9499,8855,9222,2017
9498,8855,9222,2017
9506,8710,7160,2017
9508,8710,7160,2017
9507,8710,7160,2017
9505,8710,7877,2017
9517,9020,6789,2017
9509,9020,9273,2017
9510,9020,9273,2017
9511,9020,9273,2017
9504,4976,8707,2017
9443,4976,8707,2017
9442,4976,8707,2017
9444,4976,8707,2017
9537,NA,NA,2017
9524,9159,8652,2017
9525,9159,8652,2017
9526,9159,8652,2017
9527,9159,8652,2017
9533,9252,9251,2017
9534,9252,9251,2017
9535,9252,9251,2017
9523,9252,5466,2017
9536,6724,8906,2017
9528,6724,8906,2017
9529,6724,8906,2017
9530,6724,8906,2017
9565,8788,9233,2017
9566,8788,9233,2017
9567,8788,6978,2017
9568,NA,NA,2017
9556,NA,NA,2017
9541,9209,8977,2017
9542,9209,8977,2017
9543,9209,8977,2017
9519,9050,8934,2017
9520,9050,8934,2017
9521,9050,8934,2017
9522,9050,9265,2017
9548,8863,8512,2017
9546,8863,8512,2017
9547,8863,8512,2017
9552,9083,8729,2017
9549,9083,8729,2017
9550,9083,8729,2017
9551,9083,8729,2017
9539,8353,9022,2017
9532,8353,9022,2017
9553,8979,9002,2017
9554,8979,9002,2017
9555,8979,9002,2017
9559,8989,8830,2017
9560,8989,8830,2017
9561,8989,8830,2017
9576,9095,9089,2017
9577,9095,6921,2017
9574,9095,9089,2017
9575,9095,9089,2017
9580,7947,7689,2017
9562,7947,7689,2017
9563,7947,7689,2017
9564,7947,7689,2017
9582,6955,6924,2017
9583,6955,6924,2017
9598,6955,6924,2017
9581,6955,6924,2017
9602,9046,8498,2017
9603,9046,8498,2017
9604,9046,8498,2017
9589,8055,5466,2017
9590,8055,5466,2017
9591,8055,5466,2017
9594,9271,7814,2017
9592,9271,8978,2017
9593,9271,8978,2017
9595,9271,8978,2017
9596,8690,8502,2017
9597,8690,8770,2017
9621,6755,8865,2017
9623,6755,8865,2017
9624,6755,8888,2017
9622,6755,8888,2017
9630,8726,7615,2017
9628,8726,7615,2017
9629,8726,7615,2017
9605,8687,8649,2017
9606,8687,6648,2017
9607,8434,6386,2017
9608,8434,6386,2017
9609,8434,6386,2017
9611,8434,6386,2017
9610,8434,6386,2017
9612,6974,6921,2017
9639,8693,8498,2017
9641,8693,8498,2017
9640,8693,8498,2017
9642,8693,8498,2017
9643,8693,8498,2017
9627,5284,9267,2017
9625,5284,9267,2017
9626,5284,9267,2017
9613,9163,8965,2017
9614,9163,8965,2017
9615,9163,8965,2017
9616,9163,8965,2017
9619,9130,6808,2017
9620,9130,6808,2017
9617,9100,8365,2017
9618,9100,8365,2017
9635,6643,7814,2017
9633,6643,7814,2017
9634,6643,7814,2017
9670,NA,NA,2017
9637,9113,9133,2017
9638,9113,9133,2017
9636,9113,9133,2017
9647,9132,8949,2017
9648,9132,8949,2017
9649,9132,8949,2017
9650,9132,8949,2017
9651,9132,8949,2017
9572,8300,6789,2017
9570,8300,8390,2017
9571,8300,8390,2017
9659,8559,4900,2017
9660,8559,4900,2017
9661,8559,4900,2017
9644,9121,9143,2017
9645,NA,NA,2017
9646,9121,9143,2017
9662,8589,8499,2017
9663,8589,8499,2017
9664,8589,8499,2017
9665,8589,8499,2017
9666,8589,8499,2017
9727,8943,5195,2017
9668,8943,8567,2017
9718,8607,8515,2017
9673,8607,8515,2017
9674,8607,8515,2017
9699,9268,4943,2017
9698,9268,4943,2017
9700,9268,4943,2017
9706,6316,6915,2017
9707,6316,6517,2017
9701,8855,9222,2017
9702,8855,9222,2017
9726,8963,8878,2017
9689,8963,8502,2017
9690,8963,8502,2017
9584,8722,9144,2017
9585,8722,9144,2017
9586,8722,9144,2017
9587,8722,9144,2017
9588,8722,9144,2017
9695,9066,8391,2017
9694,9066,8391,2017
9696,9066,8391,2017
9697,9066,8391,2017
9783,NA,NA,2017
9703,8966,8515,2017
9704,8966,6927,2017
9705,8966,8515,2017
9709,8849,8752,2017
9710,8849,8752,2017
9711,8849,8752,2017
9708,8849,8752,2017
9755,8956,8850,2017
9712,8956,8707,2017
9713,8956,8850,2017
9714,8956,8707,2017
9720,9117,9076,2017
9722,9117,9076,2017
9721,9117,9076,2017
9768,8710,7877,2017
9769,NA,NA,2017
9728,8710,7160,2017
9732,8710,7160,2017
9733,8710,7160,2017
9749,6555,8480,2017
9723,9027,8865,2017
9724,9027,8865,2017
9725,8398,9073,2017
9753,9082,9164,2017
9752,9082,9164,2017
9737,9252,9273,2017
9734,9252,9273,2017
9735,9252,9273,2017
